Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3952356,2016-07-28 00:00:00,2016-07-26 11:13:55,4009619,1111452846,4009619,277,470,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003859/SRR3952356,SRX1977195,H7hESC_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,62148D214F1BBC5488641AFC1616D37C,1B8F94A801CD044F3FAD69F7176D341F
SRR2147341,2017-02-09 16:42:26,2016-04-14 16:11:22,33112216,7390544498,28206056,223,2153,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/002097/SRR2147341,SRX1134926,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP062110,PRJNA292095,2,292095,SRS1027962,SAMN03979003,simple,9606,Homo sapiens,GSM1845860,,,,,,,no,,,,,GEO,SRA282432,,public,CEF025C914D620563C2D7A58F8CF3E2E,E4B3738D7C6C612B1C2FCCE02012C291
SRR4050450,2017-01-19 16:24:32,2016-08-23 18:28:03,1737540,432144772,1736609,248,145,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003955/SRR4050450,SRX2040031,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1633462,SAMN05608495,simple,9606,Homo sapiens,GSM2288795,,,,,,,no,,,,,GEO,SRA314130,,public,FF302E15B2D0EDC2AA8EA473470CB310,714FDE71D43E0107C3AB6B30A3A88DEB
SRR742811,2013-07-15 16:18:09,2013-02-18 16:36:05,41765744,2088287200,0,50,1292,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/000725/SRR742811,SRX241879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 1000,SRP018719,PRJNA189783,2,189783,SRS396383,SAMN01922236,simple,9606,Homo sapiens,GSM1084089,,,,,,,no,,,,,GEO,SRA067311,,public,96FF9A3402E0FB0B24EFDF9F76F06C22,891018CD18E4A5F5F46BA0F68E996FCD
SRR3125903,2017-04-13 14:09:15,2016-01-27 16:59:42,27165017,1358250850,0,50,891,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003052/SRR3125903,SRX1548000,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP068924,PRJNA309820,2,309820,SRS1264766,SAMN04440739,simple,9606,Homo sapiens,GSM2046307,,,,,,,no,,,,,GEO,SRA341941,,public,7233FB8F2FA4669C83B89F931E4AAA8A,910CB11B9611C3826C7F51EF51C0A18B
SRR5023073,2016-11-17 16:05:24,2016-11-15 14:35:46,1658991,84608541,0,51,50,,https://sra-download.ncbi.nlm.nih.gov/traces/sra8/SRR/004905/SRR5023073,SRX2349777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP093378,PRJNA353627,,353627,SRS1799899,SAMN06018134,simple,9606,Homo sapiens,GSM2392185,,,,,,,no,,,,,GEO,SRA494263,,public,D025E95FB398DFD6AA0B9E3B19BB0BCD,C7F768A9117D1AAB5B5178F55746BBD0
DRR015279,2015-03-11 16:38:07,2015-03-11 19:10:06,8984863,1743063422,8984863,194,1056,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000014/DRR015279,DRX013746,LC2ad-R_van_034,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,DRP001358,PRJDB2345,,278130,DRS013492,SAMD00010613,simple,9606,Homo sapiens,DRS013492,,,,,,,no,,,,,UT-MGS,DRA001287,,public,9B1E7661FB6954AAC88A6E7A30C954FC,0250328B3B7C2D9B35DE551CB231C855
SRR1552958,2015-02-18 16:29:11,2014-08-18 12:05:37,36298869,1814943450,0,50,1200,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001516/SRR1552958,SRX682477,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP045570,PRJNA258386,2,258386,SRS685981,SAMN02996982,simple,9606,Homo sapiens,GSM1480836,,,,,,,no,,,,,GEO,SRA179474,,public,B4839FA09196CEC96D0DEF97BFF069A5,D8E000D93DE16ADECE95B8140365AD6C
SRR3952965,2016-07-28 00:00:00,2016-07-26 11:36:28,1709120,496563974,1709120,290,213,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003860/SRR3952965,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,DAB0EB44159E7F09A0E3AC521403CBBB,8CC6117B1C77A30C8158BB74026992EA
SRR934247,2013-11-06 18:07:16,2013-07-12 19:34:44,5434578,1086915600,5434578,200,600,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/000912/SRR934247,SRX322285,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027358,PRJNA211925,2,211925,SRS457451,SAMN02232128,simple,9606,Homo sapiens,GSM1185606,,,,,,,no,,,,,GEO,SRA093297,,public,E23D0CD09066B570135B3CB8A657C938,7B91DAA1A5D1AEE8D193954896C470A5
SRR3127767,2016-07-08 16:13:15,2016-01-27 23:12:51,1676266,167626600,0,100,76,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003054/SRR3127767,SRX1548904,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265630,SAMN04442471,simple,9606,Homo sapiens,GSM2047790,,,,,,,no,,,,,GEO,SRA342032,,public,5FB4A4AEDB1F1589CFC167A121A8F2EB,987072AC8A9BBDFA53696694C014F560
SRR5270290,2017-03-28 15:36:20,2017-02-17 11:49:35,1880922,259567236,1880922,138,105,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005146/SRR5270290,SRX2574352,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP080869,PRJNA336351,2,336351,SRS1990133,SAMN06345838,simple,9606,Homo sapiens,GSM2494994,,,,,,,no,,,,,GEO,SRA448148,,public,766313CE29805C69B0CF09FDEFFB5009,DB97FB9A0035545B28C301491E3EE303
SRR3898687,2017-03-28 15:36:09,2016-07-13 16:10:03,57739167,7852526712,0,136,4062,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003807/SRR3898687,SRX1943969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP078450,PRJNA328986,2,328986,SRS1561731,SAMN05389353,simple,9606,Homo sapiens,GSM2232189,,,,,,,no,,,,,GEO,SRA440305,,public,B38CDC48FD5F814F383D600F815C86F8,8F4D5480E5B48998DD3DC5BC5A648DB9
SRR3441773,2017-04-21 16:41:07,2016-04-26 16:18:16,27971506,2825122106,0,101,1015,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003361/SRR3441773,SRX1728007,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP073940,PRJNA319674,,319674,SRS1412798,SAMN04903230,simple,9606,Homo sapiens,GSM2133499,,,,,,,no,,,,,GEO,SRA420419,,public,A22A61158874E2423EA6C2394B534706,E805BB3C0FFA88FF59E9E5B4E8EAF50F
SRR3555340,2017-02-09 16:42:31,2016-05-20 14:20:07,1969689,378180288,1969689,192,285,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003472/SRR3555340,SRX1782134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075475,PRJNA322308,2,322308,SRS1453110,SAMN05151407,simple,9606,Homo sapiens,GSM2170532,,,,,,,no,,,,,GEO,SRA427378,,public,520C6B1A659167B87055BFD6EDE858C9,E6D9334488AE2E38A3A87D19667E996F
SRR2148719,2017-05-03 16:32:07,2015-08-06 18:28:47,8808742,1761748400,8808742,200,1024,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002098/SRR2148719,SRX1136356,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062144,PRJNA292133,2,292133,SRS1028831,SAMN03979207,simple,9606,Homo sapiens,GSM1846058,,,,,,,no,,,,,GEO,SRA282487,,public,3B3BB21E316D68BA3C93AADACEA8E861,08C063EC41D3A78E51D09BE47BB9D32C
DRR015254,2015-03-11 16:38:20,2015-03-11 19:15:28,8684710,1684833740,8684710,194,1045,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000014/DRR015254,DRX013721,LC2ad-R_van_009,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,DRP001358,PRJDB2345,,278130,DRS013467,SAMD00010297,simple,9606,Homo sapiens,DRS013467,,,,,,,no,,,,,UT-MGS,DRA001287,,public,FE6E83C0D198AFD6805F2CEFBFBCA480,D59920D1AC04FEC2B100528ECE84220E
SRR5398819,2017-04-03 09:33:52,2017-03-31 15:04:34,33446108,6756113816,33446108,202,4438,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005272/SRR5398819,SRX2693565,NOKSI_r,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP102818,PRJNA381211,2,381211,SRS2090053,SAMN06672173,simple,9606,Homo sapiens,NOKSI,,,,,female,,no,,,,,,SRA550678,,public,7F52B957E970A1BAF4ADA14E99A2776D,4E5A6EB4BB52B83060DCF9AD1DB80D4E
SRR3001512,2016-12-15 15:38:10,2015-12-15 13:54:27,40904102,4090410200,40904102,100,1773,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002931/SRR3001512,SRX1482827,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067401,PRJNA306028,,306028,SRS1207234,SAMN04338304,simple,9606,Homo sapiens,GSM1972977,,,,,,,no,,,,,GEO,SRA319634,,public,53E8C9B71A9E5F54152E74D38A3CBAA9,C346BB9ADF2BEEB345E64175231F621C
SRR4423374,2017-07-14 16:06:11,2016-10-14 10:15:46,20974093,1048704650,0,50,689,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/004319/SRR4423374,SRX2245543,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP091556,PRJNA348451,2,348451,SRS1746075,SAMN05908469,simple,9606,Homo sapiens,GSM2345058,,,,,,,no,,,,,GEO,SRA485167,,public,6698B7A6A980A33BEB864A5F3D15BFF2,5DD0BF3FC6889F72225FA8AA3FD7D919
SRR3241415,2016-11-14 16:21:17,2016-03-18 17:22:00,4000000,168000000,0,42,104,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003165/SRR3241415,SRX1643992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP072038,PRJNA315704,2,315704,SRS1349872,SAMN04569017,simple,9606,Homo sapiens,GSM2094780,,,,,,,no,,,,,GEO,SRA387730,,public,02FA436970FC597D432433B2594934AB,D96795121DE25CB187AF64044B90D929
SRR5094143,2017-05-29 14:25:12,2016-12-09 18:03:03,484518,24710418,0,51,8,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004974/SRR5094143,SRX2410967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094862,PRJNA356896,2,356896,SRS1849150,SAMN06129926,simple,9606,Homo sapiens,GSM2422563,,,,,,,no,,,,,GEO,SRA502288,,public,018BD9C9D9079CEA919AB44AC3754326,F5EE304B0CDE050059F7DFD19114E85C
SRR2972717,2016-09-26 18:34:20,2015-12-03 13:14:07,3246397,818092044,3246397,252,254,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002903/SRR2972717,SRX1462084,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066963,PRJNA304993,2,304993,SRS1188274,SAMN04313291,simple,9606,Homo sapiens,GSM1962978,,,,,,,no,,,,,GEO,SRA314792,,public,1D690C1634ED70BFC6C280760A447962,625F5C735CAD4863D1F432A7B9BF06F8
SRR3713240,2017-06-08 15:46:38,2016-06-29 11:03:27,52999994,5299999400,52999994,100,1410,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003626/SRR3713240,SRX1872768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP076988,PRJNA326606,2,326606,SRS1522765,SAMN05289835,simple,9606,Homo sapiens,GSM2211792,,,,,,,no,,,,,GEO,SRA435255,,public,C3848D88411D5DC60FA097911263F312,F65B1FD2B9F805E462F63502A2B91A1C
SRR5208272,2017-06-13 16:35:20,2017-01-26 21:53:08,38393100,7678620000,38393100,200,4777,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/005086/SRR5208272,SRX2521841,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiScanSQ,SRP097979,PRJNA369001,2,369001,SRS1943438,SAMN06275668,simple,9606,Homo sapiens,GSM2470224,,,,,,,no,,,,,GEO,SRA531779,,public,A74B857FF3A26850ED0A8EF69165CFD5,67C65650F518918C2D5ED584BF273C79
SRR2932879,2016-04-16 09:48:04,2015-11-23 16:32:39,6203420,620342000,6203420,100,395,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002864/SRR2932879,SRX1372419,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP065206,PRJNA299683,2,299683,SRS1130959,SAMN04211747,simple,9606,Homo sapiens,GSM1917106,,,,,,,no,,,,,GEO,SRA307028,,public,E99FDA0F24AD524C430BB3AB15C930EA,A4DA63907EA7B786A4E0D0E5E85F3915
SRR4251578,2016-09-30 15:56:31,2016-09-16 11:43:14,3885144,388514400,3885144,100,253,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004151/SRR4251578,SRX2171579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090061,PRJNA343288,,343288,SRS1699256,SAMN05780687,simple,9606,Homo sapiens,GSM2317797,,,,,,,no,,,,,GEO,SRA472738,,public,906D08AEA07D11C5F0D9A600302691F7,E3AA986605243210AE6A27E2434A87DF
SRR4428392,2017-01-13 15:46:11,2016-10-17 23:59:28,1861120,279168000,1861120,150,111,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/004324/SRR4428392,SRX2249912,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP091685,PRJNA348691,2,348691,SRS1749884,SAMN05914205,simple,9606,Homo sapiens,GSM2348501,,,,,,,no,,,,,GEO,SRA485466,,public,5A60BAD8724AC432E268B200E1069F58,457EF2CF25215C4412C7496B430D27FE
SRR2049738,2015-06-05 16:18:08,2015-06-03 20:04:25,7928354,400724586,0,50,134,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/002001/SRR2049738,SRX1047819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP059039,PRJNA285798,,285798,SRS952134,SAMN03759993,simple,9606,Homo sapiens,GSM1703181,,,,,,,no,,,,,GEO,SRA271245,,public,8F5833F6C24523C70805F16991B7D78A,9F1A50BA63F972303825D560F20C2FD9
SRR5020369,2017-08-15 16:38:26,2016-11-15 07:40:19,13793503,1393143803,0,101,647,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/004902/SRR5020369,SRX2348189,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP093349,PRJNA353588,2,353588,SRS1798461,SAMN06016594,simple,9606,Homo sapiens,GSM2391183,,,,,,,no,,,,,GEO,SRA493919,,public,1A30E9295A0841EDE610F75AF191BDFD,AE9E226C116AEA8CB7B8B5A30C99A5C2
SRR3898684,2017-03-28 15:36:08,2016-07-13 16:17:50,62883376,8552139136,0,136,4476,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003807/SRR3898684,SRX1943966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP078450,PRJNA328986,2,328986,SRS1561728,SAMN05389349,simple,9606,Homo sapiens,GSM2232186,,,,,,,no,,,,,GEO,SRA440305,,public,1160D26A4DDDBBCB72A16B72554BAEA3,195E095FCCF207BD60177D0BFCAD4217
SRR5606513,2017-05-29 16:30:17,2017-05-25 17:38:16,4591,206595,0,45,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005475/SRR5606513,SRX2859048,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP108076,PRJNA388108,,388108,SRS2229736,SAMN07169633,simple,9606,Homo sapiens,GSM2641821,,,,,,,no,,,,,GEO,SRA566776,,public,E746BC82555E3F8175580D2DB2091CB9,85697E80A0B99D1B7FF86A7D4FCBF0DB
SRR4026286,2016-12-06 15:55:33,2016-08-12 17:05:28,4447721,255379107,0,57,98,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003931/SRR4026286,SRX2018319,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP081573,PRJNA338798,,338798,SRS1614221,SAMN05570923,simple,9606,Homo sapiens,GSM2274757,,,,,,,no,,,,,GEO,SRA452009,,public,CC51025DD220C06D6080BEFE6765EA78,6D4A75800A1C14A04BE77550851F3C67
SRR5185187,2017-02-13 15:45:15,2017-01-18 18:22:42,210884,9595222,0,45,5,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005063/SRR5185187,SRX2501209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP081477,PRJNA338759,2,338759,SRS1927590,SAMN06238646,simple,9606,Homo sapiens,GSM2462343,,,,,,,no,,,,,GEO,SRA451818,,public,EB7719C2F599EC4CB87AB62485DA2CD3,FDD909697E6534DD1D9D7B0EAB00A298
SRR5606775,2017-05-29 16:30:20,2017-05-25 17:39:15,414747,18663615,0,45,8,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005475/SRR5606775,SRX2859310,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP108076,PRJNA388108,,388108,SRS2229997,SAMN07169997,simple,9606,Homo sapiens,GSM2642083,,,,,,,no,,,,,GEO,SRA566776,,public,9A5030A0A1FC45FA066E0D1BC19D8764,FDBDAC8046864D98B4716E2199018FE5
SRR392863,2014-12-03 17:13:04,2012-01-21 17:27:08,1432339,216283189,0,151,144,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/000383/SRR392863,SRX113260,GSM854347: Control #2,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP010038,PRJNA150409,2,150409,SRS284204,SAMN00768948,simple,9606,Homo sapiens,GSM854347,,,,,,,no,,,,,GEO,SRA048901,,public,B67895C40D8385248E90547E8084DA78,A3153A1468D7828FFE1753EA3E7C5A9C
SRR5572824,2017-08-02 07:23:16,2017-05-17 12:44:15,3419418,170970900,0,50,104,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005442/SRR5572824,SRX2831490,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107198,PRJNA387004,,387004,SRS2206533,SAMN07137833,simple,9606,Homo sapiens,GSM2630130,,,,,,,no,,,,,GEO,SRA562210,,public,B9D9E7C3B39174E8B12B48FD26972C9A,4F7873F4745A0391670C7138424E3B4B
ERR1462978,2016-06-21 05:37:23,2016-06-21 05:59:39,469058,117264500,469058,250,24,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR1462/ERR1462978,ERX1533455,16463196,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2000,ERP016000,PRJEB14362,,325750,ERS1200175,SAMEA4029065,simple,9606,Homo sapiens,d244e2c0-139a-11e6-93ae-68b59976a384,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA653248,,public,51DDB6D91F184E80E382F29FA3D7056D,AA1995DEE575550DB725FF14CF6F4A7E
SRR2019138,2015-05-21 16:55:06,2015-05-13 14:01:38,39107,1776203,0,45,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/001971/SRR2019138,SRX1025756,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP055569,PRJNA276634,2,276634,SRS934958,SAMN03656649,simple,9606,Homo sapiens,GSM1683358,,,,,,,no,,,,,GEO,SRA244879,,public,B647D4DCF61157960B65A910EC3559AB,6D7CC9DBD6FA357E69E4C7253D416721
SRR2964648,2017-01-19 16:24:32,2015-11-30 12:27:21,640801,128160200,640801,200,83,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002895/SRR2964648,SRX1454591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1181982,SAMN04300871,simple,9606,Homo sapiens,GSM1956383,,,,,,,no,,,,,GEO,SRA314130,,public,CE4A47CC475637A7D75B00CC4D6A5488,475AE2C9B4CBE519CE62A0AEB8F50D95
SRR492051,2012-04-27 12:20:33,2012-08-12 03:19:32,63796318,2296667448,0,36,2710,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/000480/SRR492051,SRX144802,GSM923433: HudsonAlpha_RnaSeq_A549_DEX_1nM_longPolyA,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP012557,PRJNA30709,,30709,SRS311314,SAMN00990140,simple,9606,Homo sapiens,GSM923433,,,,,,,no,,,,,GEO,SRA052204,,public,7F40BEFD15E13A4214343F4F9E3C0178,8FA392B7872362197C64616430ADA25B
SRR4251311,2016-09-30 15:56:31,2016-09-16 11:40:07,2213420,221342000,2213420,100,143,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004151/SRR4251311,SRX2171312,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090061,PRJNA343288,,343288,SRS1698987,SAMN05780468,simple,9606,Homo sapiens,GSM2317530,,,,,,,no,,,,,GEO,SRA472738,,public,46E6E3EAF0C030A1A7257FAFCFE9AE4B,8C58AE0E3C846291A1FE0EB88D56D79D
SRR944086,2014-04-30 16:18:12,2013-07-29 08:31:03,9042225,307435650,0,34,224,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/000921/SRR944086,SRX328580,,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028291,PRJNA213475,2,213475,SRS464719,SAMN02265599,simple,9606,Homo sapiens,GSM1196630,,,,,,,no,,,,,GEO,SRA096173,,public,5F9CE7EEA9A635ECD2365D7E50CA3877,54AD9A0C8EFA6144561C2EEA6662AFA2
SRR3219549,2017-02-16 16:36:03,2016-03-11 13:36:17,3392123,848030750,3392123,250,466,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003144/SRR3219549,SRX1626519,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071643,PRJNA314949,2,314949,SRS1335991,SAMN04546155,simple,9606,Homo sapiens,GSM2085724,,,,patient 2,,,no,,,,,GEO,SRA384307,,public,139F25B8704CE4206C5143FCE730B4EF,5D6FC4119BEE1A754171437BDDA7ED6D
SRR1523653,2015-05-26 16:04:06,2014-07-23 21:30:12,25243096,5099105392,25243096,202,3179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/001487/SRR1523653,SRX660425,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP044766,PRJNA256013,2,256013,SRS665424,SAMN02935349,simple,9606,Homo sapiens,GSM1444166,,,,,,,no,,,,,GEO,SRA176431,,public,398307B162FA7A649449FD71A6C832A5,AEEA89E22BEE8ADB7CC4B55ED2A8A78C
SRR2047484,2015-10-13 18:18:05,2015-06-02 11:54:28,1845105,278610855,0,151,155,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/001999/SRR2047484,SRX1045727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP055447,PRJNA276148,2,276148,SRS950932,SAMN03755290,simple,9606,Homo sapiens,GSM1701469,,,,,,,no,,,,,GEO,SRA244081,,public,76CC7311EE126DF5EB62B2023AB61399,6802026882FFFBACAB41FE9D53527D73
